CONSECUTIVO,ID_ENCUESTA,CE_ACCESSIBILITY,CE_CSAT,CE_VALUEFORMONEY,EM_IMMEDIATEATTENTION,EM_NURSING,EM_DOCTOR,EM_OVERALL,AD_TIME,AD_TARRIFFPACKAGESEXPLAINATION,AD_STAFFATTITUDE,INR_ROOMCLEANLINESS,INR_ROOMPEACE,INR_ROOMEQUIPMENT,INR_ROOMAMBIENCE,FNB_FOODQUALITY,FNB_FOODDELIVERYTIME,FNB_DIETICIAN,FNB_STAFFATTITUDE,AE_ATTENDEECARE,AE_PATIENTSTATUSINFO,AE_ATTENDEEFOOD,DOC_TREATMENTEXPLAINATION,DOC_ATTITUDE,DOC_VISITS,DOC_TREATMENTEFFECTIVENESS,NS_CALLBELLRESPONSE,NS_NURSESATTITUDE,NS_NURSEPROACTIVENESS,NS_NURSEPATIENCE,OVS_OVERALLSTAFFATTITUDE,OVS_OVERALLSTAFFPROMPTNESS,OVS_SECURITYATTITUDE,DP_DISCHARGETIME,DP_DISCHARGEQUERIES,DP_DISCHARGEPROCESS,DIASINTERNADO,SCORENPS,NPS
761,31518,3,3,3,4,4,4,4,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,4,4,4,5,9,Promotor
762,96398,3,4,3,4,4,4,4,4,3,3,4,2,2,3,2,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,9,Promotor
763,96392,3,3,3,4,4,4,4,4,3,4,3,4,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,3,3,3,2,5,Detractor
764,96393,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,8,Passive
765,32899,4,3,3,4,4,4,4,2,2,2,3,3,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,8,Passive
766,96391,3,3,3,3,3,3,3,3,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,11,7,Passive
767,96395,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,10,Promotor
768,8331,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,9,Promotor
769,88318,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,10,Promotor
770,72553,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,Passive
771,8338,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,4,4,4,4,3,4,3,4,3,3,4,4,4,3,10,Promotor
772,72554,4,4,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,10,Promotor
773,50025,3,3,3,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,8,8,Passive
774,24468,3,3,4,3,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,5,8,Passive
775,19209,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,7,6,Detractor
776,32099,4,4,3,4,4,4,4,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,9,Promotor
777,32093,4,4,4,4,4,4,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,10,Promotor
778,32090,4,3,3,4,4,4,4,3,2,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,4,4,3,2,3,3,3,5,6,Detractor
779,32094,2,2,2,3,3,3,3,3,3,3,3,3,2,2,1,1,1,2,2,1,1,3,4,2,2,3,3,2,2,3,1,2,2,3,3,4,5,Detractor
780,27404,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,10,Promotor
781,97406,4,3,4,4,4,4,4,4,4,4,4,3,2,3,3,2,3,4,4,4,3,4,4,3,4,3,4,3,3,3,3,3,4,4,4,1,8,Passive
782,13754,3,3,3,4,4,4,4,4,3,3,4,4,3,3,3,2,3,3,3,3,3,3,4,3,3,3,3,2,3,3,3,3,3,2,2,4,8,Passive
783,13751,4,4,2,4,4,4,4,3,3,3,3,3,3,3,1,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,8,Passive
784,13750,4,3,3,4,4,4,4,4,4,4,4,2,4,3,2,4,3,4,4,4,2,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,7,Passive
785,43298,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,4,4,4,15,9,Promotor
786,56617,4,3,4,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,8,Passive
787,49071,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,10,Promotor
788,49074,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,10,Promotor
789,56290,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,10,Promotor
790,43125,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,9,Promotor
791,93490,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,10,Promotor
792,96137,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,5,8,Passive
793,96135,4,3,3,3,3,3,3,1,2,2,4,3,3,3,2,2,2,3,2,3,2,4,4,4,4,4,4,4,4,4,4,4,2,4,3,2,8,Passive
794,74852,4,4,4,3,4,4,3,3,2,3,2,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,4,2,2,3,0,8,Passive
795,23824,4,3,3,4,4,4,4,4,3,4,4,3,3,4,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,8,Passive
796,11456,4,4,3,4,4,4,4,2,3,4,3,2,3,3,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,2,4,2,4,10,Promotor
797,11457,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,9,Promotor
798,11450,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,3,3,3,3,2,4,4,3,4,4,4,3,3,4,3,3,3,3,3,5,9,Promotor
799,11453,4,4,4,1,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,Promotor
800,5035,3,2,2,4,4,4,3,3,2,3,2,2,3,2,1,1,3,3,2,3,1,3,3,3,3,3,4,3,3,3,3,3,1,1,1,2,2,Detractor
801,60406,2,1,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,2,Detractor
802,13320,3,4,3,4,4,4,4,4,3,4,4,4,2,4,3,4,4,4,4,4,3,4,4,4,4,2,4,4,4,4,4,4,4,4,4,1,9,Promotor
803,60402,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,10,Promotor
804,53917,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,10,Promotor
805,70150,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,10,Promotor
806,53919,4,3,3,4,3,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,3,4,3,3,3,3,3,3,3,4,3,4,2,3,2,8,8,Passive
807,49171,4,4,3,3,3,3,3,2,3,3,3,3,3,3,1,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,8,Passive
808,85344,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,10,Promotor
809,20121,3,3,2,4,4,4,3,3,3,3,3,1,2,2,3,2,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,6,Detractor
810,85167,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,7,9,Promotor
811,41073,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,9,Promotor
812,59746,3,3,3,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,4,4,3,3,3,4,4,4,4,4,4,3,3,3,4,4,4,1,9,Promotor
813,45003,4,4,4,2,3,2,2,2,2,3,4,4,4,4,3,3,3,4,3,2,3,4,4,3,2,4,4,4,4,4,4,4,2,2,2,4,5,Detractor
814,87186,4,4,4,4,3,3,4,3,3,3,4,4,4,4,3,3,3,3,4,4,3,4,4,4,3,4,4,4,4,3,3,3,3,3,3,1,9,Promotor
815,87189,4,3,3,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,1,8,Passive
816,83696,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,9,Promotor
817,29278,4,3,3,4,4,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,3,3,3,3,3,4,2,3,3,1,8,Passive
818,37067,4,4,4,4,4,4,4,3,3,4,4,4,3,4,3,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,10,Promotor
819,34264,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,9,9,Promotor
820,34265,3,3,2,4,4,4,4,4,3,3,2,2,3,2,3,3,3,4,3,4,2,4,4,4,4,4,4,4,4,4,4,4,3,4,3,8,5,Detractor
821,39512,4,4,2,4,4,4,4,4,4,4,3,3,3,3,3,3,4,3,3,3,3,4,4,4,4,4,4,4,4,3,3,4,3,3,3,9,10,Promotor
822,70278,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,10,Promotor
823,86588,4,4,3,4,3,3,3,4,4,4,4,4,4,4,3,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,3,2,1,1,3,10,Promotor
824,78155,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,3,2,3,4,5,Detractor
825,83863,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,9,Promotor
826,86587,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,9,Promotor
827,49319,2,2,2,4,4,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,4,3,3,3,5,4,Detractor
828,37602,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,6,9,Promotor
829,37605,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,27,10,Promotor
830,94501,4,4,4,4,4,4,4,4,4,4,2,4,2,3,3,4,4,3,3,3,3,3,4,4,4,3,4,3,4,4,3,4,4,4,4,5,10,Promotor
831,67276,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,9,Promotor
832,83031,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,3,4,4,3,9,Promotor
833,83032,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,2,9,Promotor
834,34002,4,4,4,4,4,3,3,3,2,3,1,3,4,2,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,10,Promotor
835,34003,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,10,Promotor
836,34000,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,8,Passive
837,34001,3,4,3,4,4,4,4,4,4,4,3,3,4,4,2,3,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,5,9,Promotor
838,67279,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,10,Promotor
839,83038,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,9,Promotor
840,86630,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,9,Promotor
841,66273,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,9,Promotor
842,14774,3,2,2,3,3,3,3,3,1,1,2,2,1,1,2,2,1,1,1,1,1,2,2,1,3,1,1,2,1,2,3,2,1,3,3,2,4,Detractor
843,58065,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,9,Promotor
844,90162,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,5,8,Passive
845,95736,2,4,3,4,4,4,4,4,4,4,3,1,3,3,1,1,1,1,4,4,2,4,4,4,4,4,4,4,3,3,4,1,4,4,3,2,10,Promotor
846,5592,2,3,3,4,4,4,4,3,3,3,4,4,4,3,3,3,4,3,3,4,4,4,4,4,4,3,4,3,4,4,3,4,3,3,3,6,8,Passive
847,5598,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,8,Passive
848,89783,4,4,4,3,3,3,3,4,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,Promotor
849,68886,3,4,4,4,4,4,4,3,3,4,3,4,3,4,3,3,4,4,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,8,Passive
850,79202,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,26,8,Passive
851,76264,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,9,Promotor
852,38209,4,3,3,4,4,4,4,4,3,4,4,3,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,7,10,Promotor
853,76267,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,9,Promotor
854,19796,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,Promotor
855,35603,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,Promotor
856,73569,4,3,3,4,4,4,3,4,3,4,3,3,3,3,3,2,3,3,3,3,3,3,4,3,3,2,3,3,3,3,3,3,3,3,3,4,9,Promotor
857,31982,4,4,4,4,4,4,4,4,3,3,4,3,2,3,3,3,4,4,4,3,3,4,4,3,4,2,4,3,3,4,4,4,4,4,4,9,10,Promotor
858,50582,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,9,Promotor
859,89253,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,10,Promotor
860,89529,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,9,Promotor
861,32957,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,3,4,4,4,3,3,3,3,3,3,4,9,Promotor
862,93603,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,9,Promotor
863,93606,3,3,3,4,4,4,4,3,3,3,4,3,3,4,3,4,3,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,8,Passive
864,93605,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,9,Promotor
865,61057,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,9,Promotor
866,12222,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,8,Passive
867,25327,3,3,2,3,3,4,4,3,3,3,2,3,3,2,3,3,3,3,3,2,3,3,3,3,3,4,4,3,3,3,3,3,2,2,2,1,6,Detractor
868,25326,3,3,3,4,4,4,4,2,2,2,3,3,3,3,2,1,2,3,3,3,3,4,4,3,3,4,3,3,3,4,3,4,3,3,3,2,9,Promotor
869,69581,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,10,Promotor
870,60896,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,2,3,2,3,3,3,3,3,3,2,9,Promotor
871,64750,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,Passive
872,23414,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,Promotor
873,23416,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,10,Promotor
874,23419,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,10,Promotor
875,23418,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,10,Promotor
876,27257,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,10,Promotor
877,51186,3,3,3,4,4,4,4,4,4,4,4,4,4,4,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,8,Passive
878,22094,3,3,3,4,4,4,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,7,Passive
879,65917,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,1,2,2,3,9,Promotor
880,32373,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,10,Promotor
881,32371,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,10,Promotor
882,80679,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,9,Promotor
883,8696,3,3,3,2,3,2,2,2,2,1,2,1,2,1,1,2,1,3,2,2,1,3,3,3,2,2,3,3,3,3,2,3,3,3,3,5,8,Passive
884,46385,4,3,3,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,13,9,Promotor
885,56601,3,3,3,4,3,3,3,3,3,3,2,3,1,2,2,1,2,2,2,2,2,3,2,3,3,3,4,3,3,3,3,3,3,3,3,4,5,Detractor
886,56606,3,3,3,4,4,4,4,3,3,3,4,4,4,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,9,Promotor
887,52328,3,3,3,3,3,3,3,3,4,3,1,3,4,3,1,3,2,2,3,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,7,Passive
888,17336,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,9,Promotor
889,10919,4,3,3,4,4,4,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,3,2,2,3,9,Promotor
890,7292,3,3,3,3,4,4,4,4,3,4,3,2,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,10,Promotor
891,9130,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,10,Promotor
892,5904,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,10,Promotor
893,7920,4,4,4,3,3,4,3,1,2,2,4,4,4,4,2,2,3,3,3,3,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,7,10,Promotor
894,7297,4,4,4,4,4,4,4,4,4,4,3,1,4,3,3,3,3,4,3,3,3,4,4,4,4,2,3,3,4,4,3,4,3,4,4,5,10,Promotor
895,15704,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,10,Promotor
896,10644,4,3,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,8,Passive
897,93019,4,3,3,4,4,4,4,3,4,4,4,3,3,3,2,3,3,3,3,3,3,4,4,3,4,3,3,3,4,4,3,3,4,4,4,2,8,Passive
898,10640,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,10,Promotor
899,71835,4,4,3,4,4,4,4,1,4,4,3,3,3,3,3,3,3,3,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,1,8,Passive
900,89359,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,Detractor
901,93016,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,9,Promotor
902,16422,4,4,3,4,4,4,4,3,3,4,2,3,3,2,2,2,2,3,3,3,2,4,4,4,4,4,4,3,4,4,3,3,3,3,3,4,10,Promotor
903,6294,3,3,3,4,4,4,4,3,3,3,3,3,2,3,3,3,1,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,7,Passive
904,6293,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,8,Passive
905,6291,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,10,Promotor
906,81672,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,10,Promotor
907,69490,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,9,Promotor
908,20801,4,3,3,4,4,4,4,3,3,3,3,3,4,4,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,8,Passive
909,63814,4,3,3,4,4,4,4,3,3,4,3,3,3,2,3,4,3,4,3,3,3,3,3,3,4,4,4,3,3,4,4,3,3,4,3,2,9,Promotor
910,63816,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,2,4,3,3,3,3,4,4,4,1,3,3,6,2,Detractor
911,63812,4,3,4,4,4,4,4,3,2,3,4,4,2,3,3,3,3,3,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,7,Passive
912,63647,4,3,4,3,4,4,3,2,3,3,2,3,3,3,3,4,4,3,3,3,3,3,4,4,4,4,4,4,4,3,4,3,2,3,2,6,8,Passive
913,21319,4,3,3,4,4,4,3,1,2,3,2,3,3,2,3,3,3,4,3,3,2,3,3,3,3,4,4,3,3,3,3,3,1,2,1,12,8,Passive
914,21310,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,9,Promotor
915,56975,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,9,Promotor
916,79841,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,8,Passive
917,56973,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,9,Promotor
918,75171,4,3,3,4,4,4,4,3,3,4,4,3,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,8,Passive
919,22951,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,7,Passive
920,22950,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,10,Promotor
